after_split_name	page_title_short	page_title_long	page_title_longer_max-80	name	name_ed	surname	tl2_abbreviation_ed	is_supplement	conflicting_abbrev	tl2_abbreviation_alt	dates	description
TL_2_Suppl_1_0062.md	Ahnfelt	Ahnfelt, Nils Otto	Ahnfelt, Nils Otto [std. Ahnfelt]	Ahnfelt, Nils Otto	Ahnfelt, Nils Otto	Ahnfelt	Ahnfelt				1801-1837	Swedish botanist and ecclesiastical historian, studied at Lund 1816-1820, Dr.phil. Lund 1820, lecturer in dogma and church history ib.; travelled in S.W. Norway with A.E. Lindblom 1826, private teacher in Greifswald (Germany) 1833-1835, returned to Lund to take his degree, again in Greifswald Aug-Oct 1836, returned to Lund because of his illness. 
TL_2_Suppl_1_0063.md	Ahrens	Ahrens, Ernst	Ahrens, Ernst [std. Ahrens]	Ahrens, Ernst	Ahrens, Ernst	Ahrens	Ahrens				<em>fl</em>. 1892-1895	German botanist and teacher at the Kön. Victoria Gymnasium in Burg, nr. Magdeburg, Prussia. 
TL_2_Suppl_1_0064.md	Aichinger	Aichinger von Aichenhayn, Josef	Aichinger von Aichenhayn, Josef [std. Aichinger]	Aichinger von Aichenhayn, Josef	Aichinger von Aichenhayn, Josef	Aichinger von Aichenhayn	Aichinger				1789-1870	Austrian botanist and soldier as k.k. Major in retirement in Stein ca. 1852, also sometime professor at the Neustädter Militär-Akademie, before 1855 active in Wien, Stein and Graz, ultimately in Salzburg. 
TL_2_Suppl_1_0065.md	Aigret (Suppl.)	Aigret, [Louis] Clément [Joseph] (Suppl.)	Aigret, [Louis] Clément [Joseph] [std. Aigret] (Suppl.)	*Aigret, [Louis] Clément [Joseph]	Aigret, [Louis] Clément [Joseph]	Aigret	Aigret	(Suppl.)			1856-1921	Belgian amateur botanist at Olloy-lezCouvin. 
TL_2_Suppl_1_0066.md	Aiken	Aiken, Walter Harris	Aiken, Walter Harris [std. Aiken]	Aiken, Walter Harris	Aiken, Walter Harris	Aiken	Aiken				1856-1935	American amateur botanist, music teacher in Cincinnati for 56 years. 
TL_2_Suppl_1_0067.md	Aikin	Aikin, John	Aikin, John [std. Aikin]	Aikin, John	Aikin, John	Aikin	Aikin				1747-1822	British (Leicester-born) physician and naturalist; studied medicine in London and Edinburgh, practising in various places, M.D. Leiden 1784, practising in Yarmouth 1784-1792, removed to London 1797, abandoned his medical profession for health reasons 1797, retired to Stoke Newington (London). 
TL_2_Suppl_1_0068.md	W. Aikin	Aikin, William Edward Augustin	Aikin, William Edward Augustin [std. W. Aikin]	Aikin, William Edward Augustin	Aikin, William Edward Augustin	Aikin	W. Aikin				1807-1888	American botanist and chemist, studied at the Renselaer Institute, lic. N.Y. State Med. Soc. and hon. M.D. Vermont Academy of medicine, in Baltimore from 1832 in various capacities at the University of Maryland, professor of chemistry 1837-1883, emeritus professor 1883-1888, L.L.D. 1843. 
TL_2_Suppl_1_0069.md	Ainslie	Ainslie, James Robert	Ainslie, James Robert [std. Ainslie]	Ainslie, James Robert	Ainslie, James Robert	Ainslie	Ainslie				1889-x	British forester, B.Sc. Oxford, Dipl. For. Oxford, chief conservator of forests, Nigeria. 
TL_2_Suppl_1_0070.md	W. Ainslie	Ainslie, [Sir] Whitelaw	Ainslie, [Sir] Whitelaw [std. W. Ainslie]	Ainslie, [Sir] Whitelaw	Ainslie, [Sir] Whitelaw	Ainslie	W. Ainslie				1767-1836	British physician and medical botanist, M.D. Leiden 1786, knighted 1837, surgeon in the East Indian Company 1788-1815, asst. surgeon until ca. 1789, garrison surgeon Chingleput, India ca. 1789, surgeon Ganjam 1794, superintending surgeon 1810, id. Madras army, southern div. 1814. 
TL_2_Suppl_1_0071.md	Airy Shaw	Airy Shaw, Herbert Kenneth	Airy Shaw, Herbert Kenneth [std. Airy Shaw]	Airy Shaw, Herbert Kenneth	Airy Shaw, Herbert Kenneth	Airy Shaw	Airy Shaw				1902-1985	British botanist, studied at Cambridge 19211924, at first reading classics, but later studying biology, B.A. 1924, volunteer botanist at the Royal Botanic Gardens, Kew 1925-1929, appointed to a salaried post 1929, principal scientific officer 1948, resigned 1952, again active at Kew 1958-1985. 
TL_2_Suppl_1_0072.md	Aisslinger	Aisslinger, Hans	Aisslinger, Hans [std. Aisslinger]	Aisslinger, Hans	Aisslinger, Hans	Aisslinger	Aisslinger				fl. 1907	German botanist, Dr. phil. Zürich 1907. 
TL_2_Suppl_1_0073.md	Aitch. (Suppl.)	Aitchison, James Edward Tierney (Suppl.)	Aitchison, James Edward Tierney [std. Aitch.] (Suppl.)	*Aitchison, James Edward Tierney	Aitchison, James Edward Tierney	Aitchison	Aitch.	(Suppl.)			1836-1898	British botanist and physician, M.D. and L.R.C.P. Edinburgh 1856, entered the service of the East India Company, first as assistant surgeon in the Bengal Medical Service 1858, ultimately as brigade surgeon until 1888; collected in India 1861-1872, Ireland 1867-1869, Afghanistan 1879-1885. 
TL_2_Suppl_1_0074.md	Aiton (Suppl.)	Aiton, William (Suppl.)	Aiton, William [std. Aiton] (Suppl.)	*Aiton, William	Aiton, William	Aiton	Aiton	(Suppl.)			1731-1793	"British (Scottish-born) gardener and botanist, came to England 1754, employed at Chelsea as market gardener, superintendent of the Kew Botanical Gardens (""Gardener to his Majesty"") 1759-1793, became acquainted with Sir Joseph Banks 1764. "
TL_2_Suppl_1_0075.md	W.T. Aiton (Suppl.)	Aiton, William Townsend (Suppl.)	Aiton, William Townsend [std. W.T. Aiton] (Suppl.)	*Aiton, William Townsend	Aiton, William Townsend	Aiton	W.T. Aiton	(Suppl.)			1766-1849	"British gardener and botanist, son of W. Aiton, went to schools at Chiswick and Camberwell, from 1782 with his father at Kew learning gardening and botany, succeeded his father in charge of Kew Gardens, appointed ""His Majesty's gardener"" at Kew and Richmond 1796, also in charge of laying out gardens in Brighton, in London (Buckingham palace), Windsor, sometime ""by Royal warrant Directorgeneral of all Royal Gardens and Plantations"", later in charge only of the ""Botanic Garden and Pleasure grounds at Kew"" until 1841. "
TL_2_Suppl_1_0076.md	Akiyama	Akiyama, Shigeo	Akiyama, Shigeo [std. Akiyama]	Akiyama, Shigeo	Akiyama, Shigeo	Akiyama	Akiyama				1906-x	Japanese botanist at the Botanical Institute, Faculty of Science, Hokkaido University, Sapporo, specialist in Carex. 
TL_2_Suppl_1_0077.md	A. Albert	Albert, Abel	Albert, Abel [std. A. Albert]	Albert, Abel	Albert, Abel	Albert	A. Albert				1836-1909	French botanist and school-teacher, sometime bookseller (incl. photography) at Saint-Tropez, teacher in the Dept. Var 1863-1879, from 1880 id. at La Farlède (Soliès-Toucas) (Var), working on the French mediterranean flora. 
TL_2_Suppl_1_0078.md	F. Albert	Albert, Federico	Albert, Federico [std. F. Albert]	Albert, Federico	Albert, Federico	Albert	F. Albert				fl. 1909	Chilean botanist, ornithologist and silviculturist, sometime in charge of the Seccion de Aguas; Bosques del Ministerio de Industria, Santiago de Chile. 
TL_2_Suppl_1_0079.md	Ant. Alberti (Suppl.)	Alberti, Antonio (Suppl.)	Alberti, Antonio [std. Ant. Alberti] (Suppl.)	*Alberti, Antonio	Alberti, Antonio	Alberti	Ant. Alberti	(Suppl.)			1785-1861	Italian physician and botanist at Milano. 
TL_2_Suppl_1_0080.md	Albertini (Suppl.)	Albertini, Johann Baptist von (Suppl.)	Albertini, Johann Baptist von [std. Albertini] (Suppl.)	*Albertini, Johann Baptist von	Albertini, Johann Baptist von	Albertini	Albertini	(Suppl.)			1769-1831	"German (Neuwied, Rheinland) Moravian brother and mycologist; early education at Niesky (Sachsen) and Barby 1782-1788, teacher at Niesky 1788-1789, id. at the Moravian ""Pädagogium"" at Niesky (1789), id. Barby 1789-1796, at the Niesky Seminary 1796-1804, from 1804-1810 as inspector and pastor, pastor at Gnadenberg 1814-1818, Gnadenfrei 1818-1821, to Berthelsdorf nr. Herrnhut 1821, from 1824 head of the entire Moravian church. "
TL_2_Suppl_1_0081.md	Albo	Albo, Giacomo	Albo, Giacomo [std. Albo]	Albo, Giacomo	Albo, Giacomo	Albo	Albo				1872-?	Italian botanist and biochemist, sometime connected as professor at the R. Istituto tecnico Messina, ultimately active in his private Laboratorio di Biochemica vegetale, Villa Albo, Modica, Sicilia; mainly interested in microbiochemistry and the Sicilian flora. 
TL_2_Suppl_1_0082.md	Alboff (Suppl.)	Alboff, Nicolas Michailowitch (Suppl.)	Alboff, Nicolas Michailowitch [std. Alboff] (Suppl.)	*Alboff, Nicolas Michailowitch	Alboff, Nicolas Michailowitch	Alboff	Alboff	(Suppl.)			1866-1897	Russian botanist; studied at the universities of Moscow, St. Pétersbourg and Odessa, travelled in the Caucasus and Lazistan 1889-1892, worked at the Herbier Boissier, Genève, identifying his material 1893-1894, collected for Barbey-Boissier in the Caucasus Mai-Oct 1893, again the Caucasus 1894-1895, at the Museum of Natural History at La Plata, Argentina 1895-1897, collected at Tierra del Fuego. 
TL_2_Suppl_1_0083.md	Alcenius	Alcenius, Otto Alfred	Alcenius, Otto Alfred [std. Alcenius]	Alcenius, Otto Alfred	Alcenius, Otto Alfred	Alcenius	Alcenius				1838-1913	Finnish botanist; teacher at Åbo and Vasa, moved to Helsinki, in 1897 employed by the Historiska Museum. 
TL_2_Suppl_1_0084.md	Alcock	Alcock, Randal Hibbert	Alcock, Randal Hibbert [std. Alcock]	Alcock, Randal Hibbert	Alcock, Randal Hibbert	Alcock	Alcock				1833-1885	British botanist, cottonspinner, of Bury, Lancaster till 1882, retired to Disbury 1882-1885, founder and president of the Bury Natural History Society. 
TL_2_Suppl_1_0085.md	Alderw. (Suppl.)	Alderwerelt van Rosenburgh, Cornelis Rogier Willem Karel (Suppl.)	Alderwerelt van Rosenburgh, Cornelis Rogier ... [std. Alderw.] (Suppl.)	*Alderwerelt van Rosenburgh, Cornelis Rogier Willem Karel	Alderwerelt van Rosenburgh, Cornelis Rogier Willem Karel	Alderwerelt van Rosenburgh	Alderw.	(Suppl.)	Alderwerelt		1863-1936	Dutch botanist (pteridologist), officer (ultimately captain) in the Dutch East Indian army (KNIL) 1885-1904, retired on account of deafness, assistant at the Herbarium of Buitenzorg (Bogor, BO), 1905-1908, curator and acting assistant 1910-1922. 
TL_2_Suppl_1_0086.md	Alef. (Suppl.)	Alefeld, Friedrich (Georg Christoph) (Suppl.)	Alefeld, Friedrich (Georg Christoph) [std. Alef.] (Suppl.)	*Alefeld, Friedrich (Georg Christoph)	Alefeld, Friedrich (Georg Christoph)	Alefeld	Alef.	(Suppl.)			1820-1872	German botanist, educated at Gymnasia in Worms and Darmstadt, at the Landesuniversität Giessen studying medicine 1839- 1840, id. at Heidelberg 1840-1842, took his doctor's degree (Dr. med.) at Giessen 23 Sep 1843, physician at the Julius hospital Würzburg 1843-1844, medical state examination Mai 1844 in Darmstadt, settled in Nieder-Modau nr. Darmstadt practising medicine 1844-1847, id. in Ober-Ramstadt nr. Darmstadt 1847-1872. 
TL_2_Suppl_1_0087.md	Alexander (Suppl.)	Alexander, Edward Johnston (Suppl.)	Alexander, Edward Johnston [std. Alexander] (Suppl.)	*Alexander, Edward Johnston	Alexander, Edward Johnston	Alexander	Alexander	(Suppl.)	E.J. Alexander		1901-1985	American botanist, studied at North Carolina State University 1919-1923, worked as a Museum intern at the New York Botanical Garden, assistant to J.K. Small 1926, assistant curator 1928-1932, id. and curator of the local herbarium 1932-1947, associate curator 1928-1943, curator 1943-1963. 
TL_2_Suppl_1_0088.md	Alexopoulos	Alexopoulos, Constantine John	Alexopoulos, Constantine John [std. Alexopoulos]	Alexopoulos, Constantine John	Alexopoulos, Constantine John	Alexopoulos	Alexopoulos				1907-1986	American mycologist, received his grade school education in Athens, Greece, began his highschool education also in Athens, returned to Chicago 1919, at Lane Technical Highschool 1919-1923, studied at the University of Illinois 1923-1928, M.S. 1928, Dr.phil. 1932, scholar in horticulture ib. 1927-1928, research assistant in mycology 1928-1929, assistant in botany 1929-1930 and 1932-1934, instructor in botany 1934-1935, instructor in biology Kent State University, Ohio 1935, assistant professor ib. 1936, associate professor 1940, assistant professor Michigan State University 1947, 1951 full professor, professor of botany Iowa 1956, at the University of Texas as professor of botany 1962, acting chairman of the Department of Botany 1964-1965, retired 1977. 
TL_2_Suppl_1_0089.md	Alix	Alix, [Sieur]	Alix, [Sieur] [std. Alix]	"Alix, [""Sieur""]"	Alix, [Sieur]	Alix	Alix				fl. 1819	French horticulturist in Lyon. 
TL_2_Suppl_1_0090.md	Allam. (Suppl.)	Allamand, Jean Frédéric François Louis (Suppl.)	Allamand, Jean Frédéric François Louis [std. Allam.] (Suppl.)	*Allamand, Jean Frédéric François Louis	Allamand, Jean Frédéric François Louis	Allamand	Allam.	(Suppl.)			1735, 1736 (baptized	c. 1803), Swiss physician, Dr. med. Leiden 1749, correspondent of Linnaeus, in Suriname 1755-1770, making various expeditions ca. 1759-1760, went to Essequibo, Guyana ca. 1756. 
TL_2_Suppl_1_0091.md	H.H. Allan	Allan, Harry Howard [Barton]	Allan, Harry Howard [Barton] [std. H.H. Allan]	Allan, Harry Howard [Barton]	Allan, Harry Howard [Barton]	Allan	H.H. Allan				1882-1957	New Zealand ecologist and plant systematist, teacher at Ashburton High School 1918-1922, D.Sc. 1923, head of Fielding Agr. College 1923-1927, systematic botanist at the Botany Division, Dept. scientific and industrial research, Christchurch 1928-1948. 
TL_2_Suppl_1_0092.md	Allemão (Suppl.)	Allemão [e Cysneiro], Francisco Freire (Suppl.)	Allemão [e Cysneiro], Francisco Freire [std. Allemão] (Suppl.)	*Allemão [e Cysneiro], Francisco Freire	Allemão [e Cysneiro], Francisco Freire	Allemão [e Cysneiro]	Allemão	(Suppl.)			1797-1874	Brazilian botanist, studied medicine at Rio de Janeiro and, from 1829-1832, in Paris, from then on again active in the medical field in Rio de Janeiro, again to Europe as naval physician 1843, collected plants in Rio de Janeiro, Minas Geraes, Espìrito Santo, Bahia and Ceara. 
TL_2_Suppl_1_0093.md	C.G.B. Allen	Allen, [Charles] Grant [Blairfindie]	Allen, [Charles] Grant [Blairfindie] [std. C.G.B. Allen]	Allen, [Charles] Grant [Blairfindie]	Allen, [Charles] Grant [Blairfindie]	Allen	C.G.B. Allen				1848-1899	Canada born British popular writer, novelist and scientist, Merton College Oxford B.A. 1871, philosophy teacher at Spanish town, Jamaica 1873-1876, back to England 1876, turning to literature. 
TL_2_Suppl_1_0094.md	G.O. Allen (Suppl.)	Allen, Guy Oldfield (Suppl.)	Allen, Guy Oldfield [std. G.O. Allen] (Suppl.)	*Allen, Guy Oldfield	Allen, Guy Oldfield	Allen	G.O. Allen	(Suppl.)			1883-1963	British algologist specialized on Charophyta; studied law at Oxford; in the Indian Civil Service 1908-1933; in retirement ultimately in St. Oswald's Enton Green, Surrey, England. 
TL_2_Suppl_1_0095.md	J.A. Allen (Suppl.)	Allen, John Alpheus (Suppl.)	Allen, John Alpheus [std. J.A. Allen] (Suppl.)	*Allen, John Alpheus	Allen, John Alpheus	Allen	J.A. Allen	(Suppl.)			1863-1916	American bryologist, educated at New Haven, Conn., studied at Yale College, Ph.B. 1883, sometime curator of metallurgy at the National Museum, Washington, D.C., moved to California for a short time, employed as chemist in metallurgical plants in Ohio and Virginia, sometime assistant to Sereno Watson at the Gray Herbarium until 1891, unactive due to illness 1891-1899, again working at a chemical plant at Philadelphia from 1899, later idem in Ohio, moved to Oregon 1912 because of illness. 
TL_2_Suppl_1_0096.md	R.F. Allen	Allen, Ruth Florence	Allen, Ruth Florence [std. R.F. Allen]	Allen, Ruth Florence	Allen, Ruth Florence	Allen	R.F. Allen				1879-1963	American phytopathologist and mycologist; studied at the University of Wisconsin, A.B. 1905, A.M. 1907, Dr. phil. 1909; assistant in botany ib. 1905, instructor in botany at Wellesley College 1914-1916, asst. prof. 1916-1918. 
TL_2_Suppl_1_0097.md	T.F. Allen (Suppl.)	Allen, Timothy Field (Suppl.)	Allen, Timothy Field [std. T.F. Allen] (Suppl.)	*Allen, Timothy Field	Allen, Timothy Field	Allen	T.F. Allen	(Suppl.)			1837-1902	American physician and algologist, studied at Amherst College, grad. 1858, specialized at the medical department of the University of New York 1858-1861, Dr. med. 1861, assistant surgeon in the United States Army 1862-1864, from 1864 active practitioner of homeopathy, longtime dean of the New York Homeopathic Medical College and Hospital; interested in botany from 1864 onward, founder member of the Torrey Botanical Club; specializing in Algae through his connection with D.C. Eaton, terminated his botanical activity in 1901 on account of failing health. 
TL_2_Suppl_1_0098.md	W.E. Allen	Allen, Winfred Emory	Allen, Winfred Emory [std. W.E. Allen]	Allen, Winfred Emory	Allen, Winfred Emory	Allen	W.E. Allen				1873-1947	American botanist, at first athletic coach and physical director 1896-1904, at various schools in Nebraska and Washington 1899-1911 teaching biology, head biology department at a high school in California 1912-1919, from 1919 on assistant professor of biology at Scripps Institution, California. 
TL_2_Suppl_1_0099.md	Allesch. (Suppl.)	Allescher, Andreas (Suppl.)	Allescher, Andreas [std. Allesch.] (Suppl.)	*Allescher, Andreas	Allescher, Andreas	Allescher	Allesch.	(Suppl.)			1828-1903	German mycologist and highschool teacher, educated at a München grammar school, from 1844-1849 at the teachers college in Freising, teacher at Engedey nr. Berchtesgarten, starting a herbarium, studied at the University of München 1862, teacher at a business school ib. 1872-1898, in retirement finishing his work on imperfect fungi. 
TL_2_Suppl_1_0100.md	All. (Suppl.)	Allioni, Carlo Ludovico (Suppl.)	Allioni, Carlo Ludovico [std. All.] (Suppl.)	*Allioni, Carlo Ludovico	Allioni, Carlo Ludovico	Allioni	All.	(Suppl.)			1728-1804	Italian naturalist, studied medicine at the University of Torino, graduated in medicine 1747, admitted to the college of physicians ib. 1747; extraordinary professor of botany at the medical faculty of the Torino Atheneum, ordinary professor 1763-1781, professor emeritus 1781-1804; director of the Museo di Scienze naturali of the University 1778. 
TL_2_Suppl_1_0101.md	Allman (Suppl.)	Allman, William (Suppl.)	Allman, William [std. Allman] (Suppl.)	*Allman, William	Allman, William	Allman	Allman	(Suppl.)			1776-1846	Jamaica born Irish botanist and physician, M.D. Dublin 1804, practised medicine in Clonmel 1804-1809, professor of botany Dublin 1809-1844. 
TL_2_Suppl_1_0102.md	P. Allorge (Suppl.)	Allorge, Pierre (Suppl.)	Allorge, Pierre [std. P. Allorge] (Suppl.)	*Allorge, Pierre	Allorge, Pierre	Allorge	P. Allorge	(Suppl.)			1891-1944	French botanist in Paris, studied at the Faculté des Sciences de l'Université de Paris specializing in geology, botany and zoology, at the École nationale des langues orientales, Dr. Sci.nat. (with Gaston Bonnier) 1922, assistant to Mangin at the Muséum d'Histoire naturelle, sous-directeur 1926 and, 1932, professor of cryptogamic botany, from 1936 also in charge of a laboratory of the École pratique des hautes études, travelled and collected in Europe (esp. Spain), North Africa, Azores and French Antilles. 
