irn	organization	code	division	department	cites	specimenTotal	currentStatus	dateFounded	taxonomicCoverage	geography	address	contact	location	collectionsSummary	incorporatedHerbaria	importantCollectors	notes	dateModified
126594	University of Auckland	AKU		School of Biological Sciences		0	Inactive				{'physicalStreet': '', 'physicalCity': 'Auckland', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'New Zealand', 'postalStreet': 'Private Bag 92019', 'postalCity': 'Auckland', 'postalState': '', 'postalZipCode': '1030', 'postalCountry': 'New Zealand'}	{'phone': '', 'email': '', 'webUrl': ''}	{'lat': -36.874092, 'lon': 174.780853}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	Updated Feb 2007. AKU (50 300 specimens) transferred to AK in 2002. Contact Ewen K. Cameron, ecameron@aucklandmuseum.com	2018-01-12
126503	Babes-Bolyai University	CL		A. Borza Botanical Garden	RO 002	660500	Active	1873	All plant groups, but mainly cormophytes	Worldwide, with emphasis on the Romania	{'physicalStreet': '', 'physicalCity': 'Cluj-Napoca', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Romania', 'postalStreet': '42 Republicii Street', 'postalCity': 'Cluj-Napoca', 'postalState': '', 'postalZipCode': '400015', 'postalCountry': 'Romania'}	{'phone': '[40] 264 592 152', 'email': 'mihai.puscas@ubbcluj.ro', 'webUrl': ''}	{'lat': 46.762585, 'lon': 23.596014}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['CLCB (10 475 specimens).']	['J. C. G. Baumgarten', 'A. Borza', 'F. Porcius', 'R. Soó']	Updated Feb 2009.	2018-01-12
124479	Empresa Pernambucana de Pesquisa Agropecuária, IPA	IPA	Seção  de Botânica e Ecologia			60000	Active	1935		Brazil, especially northeastern Brazil and caatinga.	{'physicalStreet': 'Gal. San Martin, 1371, Bonji.', 'physicalCity': 'Recife', 'physicalState': 'Pernambuco', 'physicalZipCode': '', 'physicalCountry': 'Brazil', 'postalStreet': 'Caixa Postal 1022', 'postalCity': 'Recife', 'postalState': 'Pernambuco', 'postalZipCode': '50751-000', 'postalCountry': 'Brazil'}	{'phone': '[55] 81 445 2200 ext. 163 or 164', 'email': '', 'webUrl': ''}	{'lat': -8.066334, 'lon': -34.918514}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['P. von Lützelburg', 'D. Andrade-Lima', 'B. J. Pickel', 'R. M. Harley']	Updated Feb 2010 (email address).	2018-01-12
125199	Maharaja Sayajirao University of Baroda	BARO	Faculty of Science	Botany Department		20000	Active	1920	Desert angiosperms	Kutch, Shoolpaneshwar sanctuary and Baroda environs, Gujarat region.	{'physicalStreet': '', 'physicalCity': 'Baroda', 'physicalState': 'Gujarat', 'physicalZipCode': '', 'physicalCountry': 'India', 'postalStreet': '', 'postalCity': 'Baroda', 'postalState': 'Gujarat', 'postalZipCode': '390 002', 'postalCountry': 'India'}	{'phone': '[91] 265 791 891', 'email': '', 'webUrl': ''}	{'lat': 22.330717, 'lon': 73.174202}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	Updated Feb 2011 (staff changes).	2018-01-12
125802	Rocky Mountain Research Station, USDA Forest Service	ASUF		Southwest Forest Science Complex		9500	Active	1930		Southwestern U.S.	{'physicalStreet': '', 'physicalCity': 'Flagstaff', 'physicalState': 'Arizona', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '2500 South Pine Knoll Drive', 'postalCity': 'Flagstaff', 'postalState': 'Arizona', 'postalZipCode': '86001', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 928 556 2172', 'email': 'jffowler@fs.fed.us', 'webUrl': ''}	{'lat': 35.17548, 'lon': -111.656227}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['C. P. Pace', 'S. B. Parish', 'F. Shreve']	Updated Feb 2011 (staff, contact info). ASUF moved from Tempe to Flagstaff in 1992. Formerly listed under TEMPE.	2018-01-12
125341	Museo Friulano di Storia Naturale	MFU	Sezione di Botanica			130000	Active	1866	All groups; historical collections	Friuli-Venezia Giulia region, northeastern Italy	{'physicalStreet': 'Via Caterina Gradenigo Sabbadini 22-34', 'physicalCity': 'Udine', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Italy', 'postalStreet': 'Via Caterina Gradenigo Sabbadini 22-34', 'postalCity': 'Udine', 'postalState': '', 'postalZipCode': 'I-33100', 'postalCountry': 'Italy'}	{'phone': '[39] 432 1273211', 'email': 'info.mfsn@comune.udine.it', 'webUrl': ''}	{'lat': 46.05933, 'lon': 13.232719}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['F. Martini', 'G. G. Lorenzoni', 'G. A. Pirona', 'L. Gortani', 'P. Paiero', 'S. Zenari', 'F. Comelli', 'G. Fornaciari', 'M. Gortani', 'L. Morassi']	Updated Nov 2016  (address, staff update).  MFU same as UDM. Use MFU.	2018-01-12
127072	Connecticut Botanical Society	NCBS	Botany Division	Peabody Museum of Natural History, Yale University		34000	Active	1903		Connecticut	{'physicalStreet': 'Environmental Science Center, 21 Sachem Street', 'physicalCity': 'New Haven', 'physicalState': 'Connecticut', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '170-210 Whitney Avenue', 'postalCity': 'New Haven', 'postalState': 'Connecticut', 'postalZipCode': '06511', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 203 432 3537', 'email': '', 'webUrl': ''}	{'lat': 41.306648, 'lon': -72.913376}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['C. H. Bissell', 'R. W. Woodward', 'A. E. Blewitt', 'C. A. Weatherby', 'E. B. Harger', 'H. S. Clark', 'C. B. Graves']	Updated Nov 2017. NCBS is housed alongside the Yale University Herbarium (YU) within the Division of Botany at the Peabody Museum of Natural History; however, NCBS should continue to be cited. Loans are processed through requests to the Yale University Herbarium. Separate request to NCBS are unnecessary.	2018-01-12
123887	Adam Mickiewicz University	POZ		Department of Plant Taxonomy		190000	Active	1919	Vascular plants and lichens	Poland and Europe	{'physicalStreet': 'Ul. Umultowska 89', 'physicalCity': 'Poznań', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Poland', 'postalStreet': 'Ul. Umultowska 89', 'postalCity': 'Poznań', 'postalState': '', 'postalZipCode': '61-614', 'postalCountry': 'Poland'}	{'phone': '[48] 61 829 5692', 'email': '', 'webUrl': ''}	{'lat': 52.4095, 'lon': 16.91811}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['J. C. Paczoski', 'G. A. Ritschl']	Updated Nov 2017. The POZ Herbarium is composed of various collections, mainly from Poland, but also from different regions of Europe – altogether, about 190,000 of specimens. Furthermore, the Herbarium includes some special collections, including the collections made by J. Paczoski (from the Balkan Peninsula – 9,000 sheets), G. A. Ritschl (from the Silesia and Western Poland – 5,000 sheets) and Walter (from North America – 1,200 sheets). The whole collection contains over 240 nomenclatural types of different ranks. The collected specimens can be used for taxonomic and comparative purposes, biometric and phytogeographical studies and as reference material for rare and protected species localities.	2018-01-12
125584	Oberlin College	OC		Department of Biology		4000	Active				{'physicalStreet': '', 'physicalCity': 'Oberlin', 'physicalState': 'Ohio', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '', 'postalCity': 'Oberlin', 'postalState': 'Ohio', 'postalZipCode': '44074', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 440 775 6876', 'email': '', 'webUrl': ''}	{'lat': 41.282387, 'lon': -82.214531}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['M. J. Moore']	Updated Nov 2017. The original OC collections (180,000  specimens) were transferred to MU (150,000 non-Ohio specimens) in 1967 and to OS (30,000 Ohio specimens) in the early 1990s.  OC was relaunched in 2017 with an entirely new collection of approximately 4,000 specimens.	2018-01-12
125959	Slezské zemské muzeum Opava - Silesian Museum	OP				189462	Active	1947	Bryophytes; tropical pteridophytes; all regional plants	Worldwide	{'physicalStreet': 'Masarykova třída 35', 'physicalCity': 'Opava', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Czech Republic', 'postalStreet': 'Nádražní okruh 31', 'postalCity': 'Opava', 'postalState': '', 'postalZipCode': 'CZ-74601', 'postalCountry': 'Czech Republic'}	{'phone': '[420] 553 622 999', 'email': '', 'webUrl': ''}	{'lat': 49.934582, 'lon': 17.903641}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['J. Duda', 'F. Mükusch', 'G. Braun', 'T. Sverak', 'E. Urban']	Updated Nov 2017.	2018-01-12
124069	Booth Museum of Natural History	BTN				50000	Active		All groups	U.K., especially Sussex and southern Britain; Russia	{'physicalStreet': '', 'physicalCity': 'Brighton', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': '194 Dyke Road', 'postalCity': 'Brighton, East Sussex', 'postalState': 'England', 'postalZipCode': 'BN1 5AA', 'postalCountry': 'U.K.'}	{'phone': '[44] 01273 292 781', 'email': '', 'webUrl': ''}	{'lat': 50.837108, 'lon': -0.152915}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['BRTN', 'HMM.']	['L. N. Derrick', 'P. C. Harland', 'T. Hilton', 'F. C. S. Roper', 'F. Rose']	Updated Nov 2017 (correspondent).	2018-01-12
126331	Universidade do Porto	PO	Museu de História Natural e da Ciência da Universidade do Porto (MHNC-UP)	Departamento de Botânica		73877	Active	1892		Mainly Portugal	{'physicalStreet': '', 'physicalCity': 'Porto', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Portugal', 'postalStreet': 'Praça Gomes Teixeira', 'postalCity': 'Porto', 'postalState': '', 'postalZipCode': '4099-002', 'postalCountry': 'Portugal'}	{'phone': '[351] 220 402821', 'email': '', 'webUrl': ''}	{'lat': 41.154079, 'lon': -8.64246}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['Gabinete de Botânica da Escola Politécnica do Porto.']	['V. Allorge', 'P. Allorge', 'A. R. Jorge', 'P. de Lima', 'A. Luisier', 'A. F. Moller', 'I. Newton', 'A. X. Pereira Coutinho', 'A. D. F. Rozeira', 'G. A. da S. F. Sampaio', 'F. M. J. Welwitsch', 'C. Zimmermann']		2018-02-14
126444	Università degli Studi di Milano	MIPV	Dipartimento di Scienze per gli alimenti, la nutrizione e l'ambiente	Laboratorio di Micologia e Patologia vegetale		0	Active	1883	Fungi, especially pyrenomycetes	Northern Italy	{'physicalStreet': '', 'physicalCity': 'Milano', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Italy', 'postalStreet': 'Via Celoria 2', 'postalCity': 'Milano', 'postalState': '', 'postalZipCode': 'I-20133', 'postalCountry': 'Italy'}	{'phone': '[39] 02 2369 1122', 'email': '', 'webUrl': ''}	{'lat': 45.476891, 'lon': 9.22642}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['G. B. Traverso']	Updated Nov 2017 (address).	2018-01-12
126753	University of Newcastle upon Tyne	HAMU	Hancock Museum			62160	Active	1829	19th century vascular plants	Britain, especially northern England; Europe, especially southern France	{'physicalStreet': 'Barras Bridge.', 'physicalCity': 'Newcastle upon Tyne', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': '', 'postalCity': 'Newcastle upon Tyne', 'postalState': 'England', 'postalZipCode': 'NE2 4PT', 'postalCountry': 'U.K.'}	{'phone': '[44] 91 222 7418\n[44] 91 222 7419', 'email': '', 'webUrl': ''}	{'lat': 54.971931, 'lon': -1.59132}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['TNFC', 'USH', 'Natural History Society of Northumberland, Durham, and Newcastle upon Tyne.']	['G. W. Temperley', 'G. S. Brady', 'O. Gilbert', 'J. Nowell', 'J. F. Bigge', 'M. J. F. Sidney', 'F. Raine', 'A. W. Bartlett', 'J. Adamson', 'T. Belt', 'J. B. Duncan', 'W. Mudd', 'A. G. Long', 'M. R. Dickinson', 'J. Thornhill', 'J. Boyd', 'B. King', 'T. Pigg', 'N. Temperley', 'M. Hancock', 'J. Storey', 'R. B. Bowman', 'J. Alder', 'W. Robertson', 'W. McLean-Brown', 'J. H. Balfour', 'E. M. Lobley', 'N. J. Winch', 'R. C. Embleton', 'R. B. Cooke', 'W. C. Trevelyan', 'W. Johnson']	Updated Nov 2017 (notes). Extensive fossil plant and archival collections. In 2003 HAMU was incorporated into the Hancock Museum herbarium which is housed at the Discovery Museum, in Newcastle.	2018-01-12
125537	Norfolk Museums Service	NWH		Natural History Department		75000	Active	1825		Mostly Great Britain, especially Norfolk.	{'physicalStreet': '', 'physicalCity': 'Norwich', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': 'The Shirehall, Market Avenue', 'postalCity': 'Norwich, Norfolk', 'postalState': 'England', 'postalZipCode': 'NR1 3JQ', 'postalCountry': 'U.K.'}	{'phone': '[44] 1603 493 642', 'email': '', 'webUrl': ''}	{'lat': 52.628873, 'lon': 1.297261}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	['KCK', 'KLN', 'NCH', 'TRD.']	['H. D. Geldart', 'F. H. Barclay', 'H. Glasspoole', 'P. E. Rumbelow', 'J. Paget', 'O. Turner', 'F. Robinson', 'E. L. Swann', 'S. A. Manning', 'W. L. Notcutt', 'A. Bull', 'A. W. Preston', 'E. Davie', 'F. Long', 'H. J. Howard', 'E. A. Ellis']	Updated Nov 2017 (organization name, staff).	2018-01-12
126509	Regensburgische Botanische Gesellschaft	REG				140000	Active	1804		Germany, especially Regensburg and Bavaria; Europe.	{'physicalStreet': '', 'physicalCity': 'Regensburg', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Germany', 'postalStreet': 'c/o Lehrstuhl für Botanik und Botanischer Garten\nUniversität Regensburg \nUniversitätsstraße 31', 'postalCity': 'Regensburg', 'postalState': '', 'postalZipCode': 'D-93053', 'postalCountry': 'Germany'}	{'phone': '[49] 941 943 3107', 'email': 'peter.poschlod@ur.de', 'webUrl': ''}	{'lat': 49.017197, 'lon': 12.06559}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['P. W. Wirtgen', 'F. L. von Welden', 'J. Familler']	Updated Aug 2014 (correspondent contact information updated). Regensburgische Botanische Gesellschaft is the oldest existing botanical society in the world (founded in 1790).	2018-01-12
124094	Botanical Survey of India, Eastern Regional Centre	ASSAM				260000	Active	1956		Eastern Himalayas, including the Indian states of Arunachal Pradesh, Assam, Bihar, Manipur, Meghalaya, Mizoram, Nagaland, Orissa, and Tripura; Bangaldesh; Bhutan; Nepal.	{'physicalStreet': 'Lower New Colony, Laitumkhrah,', 'physicalCity': 'Shillong', 'physicalState': 'Meghalaya', 'physicalZipCode': '', 'physicalCountry': 'India', 'postalStreet': 'Lower New Colony, Laitumkhrah,', 'postalCity': 'Shillong. East Khasi Hills District', 'postalState': 'Meghalaya', 'postalZipCode': '793 003', 'postalCountry': 'India'}	{'phone': '[91] East Khasi Hills District', 'email': 'bsibsishll@yahoo.co.in', 'webUrl': ''}	{'lat': 25.610901, 'lon': 91.872498}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	['N. L. Bor', 'F. E. L. Fischer', 'J. D. Hooker', 'P. C. Kanjilal', 'U. N. Kanjilal', 'G. Mann', 'L. M. Perry', 'F. K. Ward']	"Updated Aug 2015 (email correction, geographical emphasis correction). The herbarium developed around the nucleus of 45,000 specimens collected by Fischer, Perry, Kingdon Ward, Bor and Kanjilal etc. At present it has c. 2,60,000 herbarium specimens of vascular plants including 508 type specimens of angiosperms, pteridophytes, Bryophytes and Lichens representing the flora of the North Eastern India. Besides this, it contains c. 11,000 specimens of cryptogams collected from different states of the North East India. Some of the collections are more than a century old.<br/>Ministry of Environment and Forests."	2018-01-12
125975	Smith College	SCHN		Biological Sciences Department		60000	Active	1875	Vascular plants	New England and eastern North America	{'physicalStreet': 'Clark Science Center.', 'physicalCity': 'Northampton', 'physicalState': 'Massachusetts', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '', 'postalCity': 'Northampton', 'postalState': 'Massachusetts', 'postalZipCode': '01063', 'postalCountry': 'U.S.A.'}	{'phone': '[1] 413 585 3813', 'email': 'jbellema@smith.edu', 'webUrl': ''}	{'lat': 42.318304, 'lon': -72.638769}	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}	[]	[]	Updated Aug 2015 (new correspondent).	2018-01-12
